ThirdParty,URL,SENTENCES
Localization,https://github.com/akexorcist/Android-Localization,"[<Sentence: You can now chill out on supporting multiple languages on your android application.>, <Sentence: I have created a library to handle language changing at application level.>, <Sentence: Removed dummy activity for fade in/out transition when language changing (if you want, create by yourself when onBeforeLocaleChanged(...) called).>]"
AndroidAppTranslate,https://github.com/javierpe/AndroidAppTranslate,"[<Sentence: Translates an Android application resource, easy and fast!>, <Sentence: Exports data to XML file resource (strings.xml).>, <Sentence: required by applicable law or agreed to in writing, software distributed under the.>]"
MobileStringsToolkit,https://github.com/ezaquarii/MobileStringsToolkit,"[<Sentence: This creates endless trails of e-mails with requests for updates or fixes and copy-n-paste sessions that are cumbersome and boring.>, <Sentence: I found that providing a simple interface, where a client can update application resources easily, is a huge win four me.>, <Sentence: No more lost e-mails - I can build my complete set of resources from CSV file of Google Spreadsheet delivered by the client.>]"
Twine,https://github.com/mobiata/twine,"[<Sentence: This allows individuals and companies to easily share translations across multiple projects, as well as export localization files in any format the user wants.>, <Sentence: Sections are optional, but they are the recommended way of grouping your definitions into smaller, more manageable chunks.>, <Sentence: It then contains a number of key-value pairs, including a comment, a comma-separated list of tags and all of the translations.>]"
android-localization-helper,https://github.com/jordanjoz1/android-localization-helper,"[<Sentence: Python script that checks for missing string translations in your project's localized languages.>, <Sentence: Ever lose track of what strings have and haven't been translated in each language?>, <Sentence: files, so make sure you have a back-up in case of any unexpected changes.>]"
Android Localization Helper,https://github.com/4e6/android-localization-helper,"[<Sentence: Helps to find missing or obsolete translations for android resources.>, <Sentence: This will build jar and create distribution with all required dependencies and an executable shell script under.>, <Sentence: Resources need to be translated (exists in original xml but not in localized version).>]"
CuXtomCam,https://github.com/krazykira/CuXtomCam,"[<Sentence: During preview you can use TAP Gesture or Camera Button to take photo and end video recording.>, <Sentence: if user doesn't specify then default video recording length is 1 hour.>, <Sentence: // Set folder to save image and video startActivityForResult(intent, CUXTOM_CAM_REQUEST).>]"
MagicalCamera,https://github.com/fabian7593/MagicalCamera,"[<Sentence: A Magic library to take photos and select pictures in Android.>, <Sentence: In a simple way and if you need it also save the pictures in device, and facial recognition, get the real uri path or the photo or obtain the private information of the picture.>, <Sentence: Magical camera offers a simple integration of realtime permissions.>]"
RxCamera,https://github.com/ragnraok/RxCamera,"[<Sentence: ), RxCamera will do the actual camera start preview action when the surface is available,  otherwise it will start preview immediately, and may failed if surface is not available, in this case, the return Observable will call.>, <Sentence: as the name, it will return camera data periodic, pass the interval in millisecond.>, <Sentence: set to true, the RxCamera will try to restart preview after capture the picture, otherwise will behave as system.>]"
StickerCamera,https://github.com/Skykai521/StickerCamera,"[<Sentence: This is an Android application with camera,picture cropping,collage sticking and tagging.>, <Sentence: Save the completed pictures locally, show more custom views and better framework.>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
EasyCamera,https://github.com/Glamdring/EasyCamera,"[<Sentence: Wrapper around the android Camera class that simplifies its usage (.>, <Sentence: the surface where the preview will be displayed.>, <Sentence: By default, preview stops when a picture is taken.>]"
SquareCamera,https://github.com/boxme/SquareCamera,"[<Sentence: The new Camera2 APIs from the L release is not used because support has to go back to SDK version 14 for my own requirement.>, <Sentence: Flash mode (Saved when the user exits).>, <Sentence: Receive Uri of saved square photo.>]"
CameraModule,https://github.com/Yalantis/CameraModule,"[<Sentence: In your Application class call managers initializer:.>, <Sentence: Then put layout resources id to intent extras for.>, <Sentence: We’re going to publish more awesomeness wrapped in code and a tutorial on how to make UI for Android (iOS) better than better.>]"
Telecine,https://github.com/JakeWharton/Telecine,"[<Sentence: : Android 11 now includes native screen recording!>, <Sentence: Copyright 2015 Jake Wharton>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
LandscapeVideoCamera,https://github.com/JeroenMols/LandscapeVideoCamera,"[<Sentence: Highly flexible Android Camera which offers granular control over the video quality and filesize, while restricting recordings to be landscape only.>, <Sentence: There are a number of issues with the default Android intent to capture videos (. )>, <Sentence: The default intent doesn't care whether users capture their video in portrait mode or landscape.>]"
L Camera,https://github.com/PkmX/lcamera,"[<Sentence: Please note that this app is intended to test and study new features of the camera API, it is not for general uses as it lacks many basic camera features (location tagging, white balance, photo review, flash control, etc).>, <Sentence: 30-fps full-resolution burst mode (up to 20 images) with optional exposure bracketing.>, <Sentence: See how the new API can greatly enhance low-light photography with the right settings and tools.>]"
android-webcam,https://github.com/openxc/android-webcam,"[<Sentence: This project is an Android library to provide an API to access an external USB webcam that supports UVC.>, <Sentence: Unfortunately video is fairly non-standard across Android OS builds and web cams, so I can't provide very good support.>, <Sentence: You may need to change the device name in code to match what your camera appears as in the filesystem (#5).>]"
OpenCamera,https://github.com/almalence/OpenCamera,[<Sentence: Open camera project - multi-functional camera application for android.>]
CamView,https://github.com/LivotovLabs/CamView,"[<Sentence: The library contains a set of components (views), ready to be put to your layout files in order to give developer instant access to the following features:.>, <Sentence: Library automatically uses old or new (V2) Android Camera API, depending on your OS version.>, <Sentence: The main goal of this project is to have a simple and clean components, ready to be put to an existing view hierarchy of any existing activity, fragment or just to a layout file like any other Android component such as TextView, ImageView, etc.>]"
